ISIN,AMC (M* Management Fee)
,0.55
,0.55
,0.5
,0.79
,0.79
,0.79
,0.64
,0.79
,0.64
,0.64
,0.5
,0.64
,0.5
,0.5
,0.5
,0.45
,0.41
,0.64
,0.45
,0.64
,0.41
,0.41
,0.53
,0.64
,0.41
,0.45
,0.64
,0.41
,0.41
,0.45
,0.45
,0.64
,0.53
,1.25
,1.5
,1.15
,1.25
,1.0
,1.5
,0.45
,1.5
,1.5
,1.5
,0.53
,0.53
,0.53
,0.53
,1.5
,0.64
,0.64
,0.64
,0.64
,0.64
,0.64
,0.64
,0.52
,0.52
,0.48
,0.64
,0.52
,0.64
,0.64
,0.52
,0.64
,0.5
,0.52
,0.64
,1.5
,0.5
,0.48
,0.48
,1.5
,1.5
,1.5
,1.125
,0.5
,0.5
,0.75
,0.75
,0.5
,0.5
,0.5
,0.5
,0.5
,0.64
,0.5
,0.5
,0.5
,0.5
,0.5
,0.5
,0.5
,0.55
,0.5
,0.55
,0.55
,0.55
,0.55
,0.47
,0.5
,0.47
,0.55
,0.5
,0.5
,0.5
,0.5
,0.5
,0.48
,0.5
,0.5
,0.5
,0.5
,0.5
,0.5
,0.5
,0.5
,0.5
,0.5
,0.5
,0.5
,0.5
,0.47
,0.47
,0.55
,0.55
,0.64
,0.52
,0.52
,0.64
,0.55
,0.64
,0.55
,0.47
,0.79
,0.52
,0.55
,0.55
,0.52
,0.5
,0.55
,0.55
,0.5
,0.47
,0.5
,0.47
,0.5
,0.48
,0.55
,0.64
,0.79
,0.64
,0.79
,0.64
,0.79
,0.64
,0.64
,0.5
,0.5
,0.5
,0.48
,0.48
,0.48
,0.48
,0.48
,0.48
,0.79
,0.48
,0.48
,0.48
,0.48
,0.48
,0.48
,0.48
,0.48
,0.48
,0.64
,0.5
,0.79
,0.55
,0.5
,0.79
,0.5
,0.55
,0.47
,0.52
,0.64
,0.79
,0.5
,0.48
,0.47
,0.64
,0.64
,0.5
,0.48
,0.48
,0.47
,0.5
,0.5
,0.5
,0.5
,0.5
,0.45
,0.5
,0.5
,0.5
,0.5
,0.5
,0.5
,0.5
,0.5
,0.48
,0.64
,0.48
,0.48
,0.48
,0.48
,0.48
,0.48
,0.48
,0.48
,0.48
,0.48
,0.48
,0.48
,0.48
,0.48
,0.48
,0.48
,0.55
,0.52
,0.47
,0.64
,0.55
,0.48
,0.79
,0.5
,0.55
,0.64
,0.48
,0.79
,0.55
,0.48
,0.5
,0.79
,0.64
,0.75
,0.75
,0.55
,0.55
,0.64
,0.75
,0.75
,0.6
,0.5
,0.5
,0.55
,0.52
,0.64
,0.48
,0.79
,0.75
,0.55
,0.64
,0.64
,0.5
,0.79
,0.55
,0.64
,0.5
,0.79
,0.64
,0.48
,0.48
,0.5
,0.75
,0.75
,0.75
,0.75
,0.75
,0.75
,0.55
,0.55
,0.79
,0.48
,0.48
,0.55
,0.75
,0.75
,0.75
,0.75
,0.55
,0.79
,0.55
,0.64
,0.5
,0.64
,0.5
,0.79
,0.48
,0.5
,0.48
,0.64
,0.75
,0.75
,0.75
,0.75
,0.75
,0.75
,0.75
,0.75
,0.55
,0.75
,0.75
,0.75
,0.75
,0.75
,0.79
,0.75
,0.75
,0.75
,0.75
,0.75
,0.75
,0.75
,0.75
,0.79
,0.75
,0.75
,0.79
,0.75
,0.75
,0.75
,0.75
,0.75
,0.75
,0.75
,0.75
,0.75
,0.79
,0.75
,0.79
,0.75
,0.79
,0.48
,0.75
,0.5
,0.5
,0.64
,0.79
,0.64
,0.48
,0.79
,0.55
,0.75
,0.79
,0.79
,0.75
,0.75
,0.75
,0.75
,0.75
,0.75
,0.75
,0.75
,0.75
,0.75
,0.75
,0.75
,0.79
,0.75
,0.55
,0.75
,0.75
,0.75
,1.5
,1.25
,1.5
,1.5
,1.5
,1.25
,1.5
,1.5
,0.7
,1.5
,1.25
,1.5
,1.5
,1.5
,1.5
,1.15
,1.5
,1.5
,1.5
,1.5
,1.5
,0.5
,1.5
,1.5
,1.5
,1.15
,1.5
,1.5
,1.5
,0.5
,1.5
,1.5
,1.5
,0.95
,1.5
,1.5
,1.5
,1.25
,1.5
,0.95
,1.5
,1.5
,1.15
,0.55
,0.77
,0.77
,0.55
,0.55
,0.55
,0.55
,1.5
,1.5
,1.5
,1.15
,1.5
,1.15
,1.5
,0.5
,0.7
,1.125
,1.5
,1.5
,1.5
,1.5
,1.5
,1.15
,1.5
,0.5
,0.55
,0.5
,0.64
,0.75
,0.64
,0.48
,0.55
,0.75
,0.75
,0.79
,0.75
,0.75
,0.52
,0.59
,0.55
,0.64
,0.79
,0.75
,0.48
,0.48
,0.55
,0.75
,0.75
,0.75
,0.75
,0.75
,0.75
,0.75
,0.75
,0.75
,0.75
,0.75
,0.5
,0.79
,0.64
,0.75
,0.75
,0.75
,0.75
,0.64
,0.52
,0.55
,0.47
,0.5
,0.5
,0.52
,0.55
,0.64
,0.64
,0.5
,0.55
,1.125
,0.5
,0.48
,0.48
,0.64
,0.64
,0.55
,0.64
,0.79
,0.55
,0.64
,0.79
,0.74
,0.48
,0.48
,0.55
,0.75
,0.64
,0.79
,0.55
,0.75
,0.55
,0.79
,0.79
,0.64
,0.52
,0.64
,0.64
,0.64
,
,
,0.64
,0.64
,
,
,0.52
,0.64
,0.52
,0.64
,0.64
,0.64
,0.52
,0.52
,0.64
,0.52
,0.52
,0.52
,0.52
,0.52
,0.64
,0.64
,0.52
,0.52
,0.52
,0.52
,0.64
,0.52
,0.52
,0.64
,0.52
,0.52
,
,0.64
,
,
,0.64
,0.64
,0.52
,0.52
,0.52
,0.64
,0.64
,0.52
,0.64
,0.52
,0.64
,0.64
,0.64
,0.64
,0.52
,0.64
,0.52
,0.64
,0.52
,0.52
,0.52
,0.64
,0.64
,0.52
,0.64
,0.52
,0.52
,0.55
,0.52
,0.64
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,0.52
,
,
,0.48
,0.48
,0.48
,0.48
,0.52
,0.55
,
,0.64
,0.64
,0.55
,0.75
,0.52
,0.55
,0.64
,0.52
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,0.75
,0.48
,0.52
,0.74
,0.74
,0.74
,0.74
,0.74
,0.74
,0.74
,0.74
,0.74
,0.74
,0.74
,0.74
,0.74
,0.74
,0.74
,0.74
,0.74
,0.74
,0.74
,0.74
,0.74
,0.74
,0.74
,0.74
,0.74
,0.74
,0.74
,0.74
,0.74
,0.74
,0.74
,0.74
,0.74
,0.74
,0.74
,0.74
,0.74
,0.59
,0.65
,0.75
,0.75
,0.74
,0.75
,0.75
,0.75
,0.75
,0.75
,0.75
,0.75
,0.75
,0.74
,0.74
,0.74
,0.74
,0.74
,0.74
,0.74
,0.74
,0.74
,0.74
,0.74
,0.74
,0.74
,0.74
,0.74
,0.74
,0.74
,0.74
,0.74
,0.74
,0.74
,0.64
,0.45
,0.56
,0.5
,0.55
,0.5
,0.64
,0.55
,0.55
,0.79
,0.64
,0.64
,0.48
,0.55
,0.55
,0.79
,0.64
,0.65
,0.64
,0.64
,0.64
,0.79
,0.64
,0.52
,0.55
,0.52
,0.52
,0.64
,0.52
,0.53
,0.64
,0.52
,0.64
,0.52
,0.79
,0.6
,0.5
,0.55
,0.5
,0.52
,0.52
,0.52
,0.55
,0.52
,0.55
,0.74
,0.74
,0.74
,0.74
,0.74
,0.64
,0.79
,0.5
,0.64
,0.5
,0.47
,0.55
,0.55
,0.55
,0.55
,0.55
,0.55
,0.55
,0.55
,0.55
,0.55
,0.55
,0.55
,0.55
,0.55
,0.55
,0.77
,0.64
,0.64
,0.64
,0.64
,0.64
,0.64
,0.64
,0.64
,0.64
,0.64
,0.64
,0.64
,0.64
,0.64
,0.64
,0.64
,0.64
,0.64
,0.64
,0.64
,0.64
,0.64
,0.64
,0.64
,0.64
,0.64
,0.64
,0.64
,0.64
,0.64
,0.64
,0.64
,0.64
,0.64
,0.64
,0.64
,0.52
,0.5
,0.5
,0.55
,0.64
,0.55
,0.64
,0.55
,0.45
,0.74
,0.64
,0.64
,0.64
,0.55
,0.64
,0.55
,0.55
,0.64
,0.64
,0.64
,0.64
,0.64
,0.64
,0.55
,0.64
,0.64
,0.64
,0.64
,0.64
,0.64
,0.64
,0.64
,0.64
,0.64
,0.64
,0.5
,0.5
,0.47
,0.55
,0.47
,0.5
,0.5
,0.55
,0.64
,0.55
,0.64
,0.47
,0.55
,0.5
,0.64
,0.64
,0.79
,0.48
,0.53
,0.52
,0.52
,0.65
,0.52
,0.64
,0.55
,0.52
,0.64
,0.5
,0.79
,0.5
,0.48
,0.55
,0.64
,0.64
,0.64
,0.55
,0.56
,0.64
,0.64
,0.64
,0.64
,0.64
,0.64
,0.64
,0.64
,0.64
,0.64
,0.64
,0.64
,0.64
,0.64
,0.5
,0.52
,0.41
,0.52
,
,0.52
,
,0.41
,0.41
,0.64
,0.41
,0.41
,0.41
,0.47
,0.64
,0.64
,0.45
,0.41
,0.64
,0.64
,0.64
,0.45
,0.47
,0.45
,0.64
,0.64
,0.55
,0.64
,0.55
,0.64
,0.45
,0.64
,0.47
,0.45
,0.41
,0.55
,0.47
,0.47
,0.55
,0.55
,0.64
,0.64
,0.55
,0.64
,0.55
,0.55
,0.45
,0.64
,0.47
,0.45
,0.64
,0.45
,0.64
,0.55
,0.74
,0.55
,0.64
,0.55
,0.47
,0.65
,0.55
,0.47
,0.64
,0.65
,0.47
,0.65
,0.55
,0.47
,0.65
,0.55
,0.55
,0.55
,0.64
,0.47
,0.64
,0.74
,0.55
,0.64
,0.55
,0.64
,0.47
,0.55
,0.5
,0.64
,0.65
,0.65
,0.65
,0.74
,0.64
,0.55
,0.55
,0.55
,0.48
,0.64
,0.64
,0.59
,0.05
,0.55
,0.47
,0.5
,0.52
,0.55
,0.55
,0.55
,0.55
,0.55
,0.64
,0.55
,0.53
,0.55
,0.64
,0.64
,0.64
,0.64
,0.64
,0.64
,0.55
,0.64
,0.64
,0.64
,0.64
,0.64
,0.64
,0.55
,0.64
,0.64
,0.55
,0.55
,0.55
,0.55
,0.55
,0.55
,0.55
,0.55
,0.55
,0.55
,0.55
,0.55
,0.55
,0.55
,0.55
,0.55
,0.55
,0.55
,0.55
,0.55
,0.55
,0.55
,0.55
,0.55
,0.55
,0.55
,0.55
,0.55
,0.55
,0.55
,0.55
,0.55
,0.55
,0.55
,0.55
,0.64
,0.64
,0.64
,0.79
,0.5
,0.79
,0.79
,0.64
,0.64
,0.79
,0.64
,0.79
,0.55
,0.47
,0.5
,0.64
,0.5
,0.48
,0.64
,0.55
,0.55
,0.64
,0.79
,0.52
,0.5
,0.48
,0.52
,0.64
,0.5
,0.55
,0.5
,0.64
,0.64
,0.55
,0.64
,0.5
,0.55
,0.47
,0.47
,0.5
,0.47
,0.64
,0.5
,0.64
,0.55
,0.5
,0.64
,0.64
,0.64
,0.64
,0.5
,0.55
,0.64
,0.55
,0.48
,0.65
,0.5
,0.48
,0.64
,0.79
,0.52
,0.5
,0.64
,0.55
,0.5
,0.48
,0.64
,0.79
,0.65
,0.65
,0.47
,0.55
,0.5
,0.47
,0.55
,0.55
,0.55
,0.55
,0.55
,0.55
,0.55
,0.55
,0.55
,0.55
,0.55
,0.55
,0.55
,0.55
,0.55
,0.55
,0.55
,0.55
,0.77
,0.77
,0.77
,0.77
,0.77
,0.79
,0.55
,0.5
,0.55
,0.5
,0.47
,0.55
,0.55
,0.55
,0.64
,0.77
,0.55
,0.55
,0.64
,0.45
,0.64
,0.64
,0.65
,0.64
,0.55
,0.47
,0.55
,0.64
,0.64
,0.55
,0.45
,0.64
,0.55
,0.55
,0.5
,0.5
,0.55
,0.55
,0.55
,0.55
,0.55
,0.55
,0.55
,0.55
,0.55
,0.5
,0.5
,0.79
,0.48
,0.55
,0.55
,0.64
,0.47
,0.52
,0.47
,0.47
,1.0
,0.47
,0.64
,0.45
,0.64
,0.64
,0.74
,0.64
,0.41
,0.55
,0.48
,0.64
,0.53
,0.64
,0.52
,0.65
,0.64
,0.64
,0.64
,0.64
,0.64
,0.64
,0.05
,0.64
,0.64
,0.64
,0.64
,0.64
,0.64
,0.64
,0.64
,0.64
,0.65
,0.64
,0.64
,0.64
,0.55
,0.55
,0.55
,0.55
,0.45
,0.47
,0.41
,0.41
,0.41
,0.64
,0.64
,0.64
,0.64
,0.56
,0.45
,0.45
,0.64
,0.48
,0.47
,0.53
,0.45
,0.64
,0.45
,0.74
,0.41
,0.64
,0.74
,0.74
,0.74
,0.64
,0.55
,0.65
,0.64
,0.45
,0.64
,0.79
,0.48
,0.79
,0.48
,0.64
,0.5
,0.5
,0.48
,0.64
,0.5
,0.79
,0.64
,0.5
,0.79
,0.48
,0.64
,0.79
,0.64
,0.53
,0.53
,0.47
,0.53
,0.47
,0.48
,0.53
,0.47
,0.47
,0.55
,0.55
,0.55
,0.5
,0.55
,0.52
,0.52
,0.6
,0.55
,0.55
,0.64
,0.64
,0.55
,0.64
,0.55
,0.48
,0.64
,0.64
,0.5
,0.47
,0.55
,0.64
,0.64
,0.56
,0.55
,0.47
,0.56
,0.64
,0.64
,0.52
,0.48
,0.5
,0.47
,0.64
,0.53
,0.53
,0.53
,0.53
,0.47
,0.47
,0.55
,0.74
,0.5
,0.47
,0.79
,0.55
,0.79
,0.55
,0.64
,0.48
,0.48
,0.64
,0.79
,0.52
,0.47
,0.55
,0.55
,0.52
,0.52
,0.79
,0.64
,0.52
,0.64
,0.64
,0.52
,0.55
,0.52
,0.5
,0.79
,0.52
,0.48
,0.79
,0.48
,0.52
,0.79
,0.64
,0.79
,0.52
,0.48
,0.79
,0.79
,0.52
,0.55
,0.47
,0.79
,0.79
,0.48
,0.47
,0.52
,0.48
,0.48
,0.48
,0.79
,0.55
,0.55
,0.48
,0.55
,0.55
,0.48
,0.55
,0.79
,0.79
,0.64
,0.55
,0.55
,0.64
,0.64
,0.48
,0.79
,0.47
,0.48
,0.79
,0.52
,0.64
,0.64
,0.48
,0.52
,0.55
,0.64
,0.55
,0.52
,0.5
,0.47
,0.79
,0.64
,0.55
,0.52
,0.47
,0.79
,0.55
,0.52
,0.79
,0.64
,0.55
,0.64
,0.52
,0.64
,0.5
,0.55
,0.52
,0.52
,0.55
,0.5
,0.5
,0.79
,0.52
,0.64
,0.47
,0.64
,0.47
,0.79
,0.64
,0.48
,0.5
,0.48
,0.55
,0.5
,0.55
,0.55
,0.5
,0.55
,0.55
,0.52
,0.79
,0.5
,0.64
,0.48
,0.52
,0.5
,0.64
,0.52
,0.64
,0.52
,0.64
,0.79
,0.5
,0.64
,0.55
,0.64
,0.79
,0.5
,0.55
,0.52
,0.64
,0.52
,0.52
,0.79
,0.55
,0.55
,0.79
,0.48
,0.79
,0.48
,0.79
,0.48
,0.48
,0.79
,0.79
,0.79
,0.79
,0.64
,0.55
,0.48
,0.48
,0.55
,0.64
,0.55
,0.64
,0.52
,0.79
,0.48
,0.64
,0.79
,0.55
,0.55
,0.55
,0.48
,0.55
,0.79
,0.64
,0.48
,0.52
,0.48
,0.79
,0.64
,0.79
,0.79
,0.47
,0.48
,0.55
,0.64
,0.79
,0.52
,0.55
,0.48
,0.79
,0.64
,0.64
,0.52
,0.55
,0.52
,0.64
,0.64
,0.55
,0.48
,0.48
,0.48
,0.79
,0.52
,0.55
,0.64
,0.79
,0.52
,0.48
,0.64
,0.79
,0.48
,0.64
,0.55
,0.64
,0.55
,0.5
,0.5
,0.5
,0.5
,0.64
,0.55
,0.79
,0.55
,0.55
,0.55
,0.55
,0.64
,0.52
,0.55
,0.55
,0.55
,0.64
,0.55
,0.55
,0.48
,0.64
,0.48
,0.48
,0.55
,0.79
,0.79
,0.48
,0.64
,0.48
,0.52
,0.52
,0.64
,0.55
,0.55
,0.52
,0.64
,0.52
,0.55
,0.55
,0.55
,0.52
,0.64
,0.64
,0.47
,0.47
,0.47
,0.47
,0.79
,0.48
,0.52
,0.64
,0.52
,0.55
,0.55
,0.55
,0.47
,0.47
,0.79
,0.79
,0.64
,0.79
,0.79
,0.79
,0.64
,0.48
,0.55
,0.79
,0.79
,0.47
,0.55
,0.48
,0.79
,0.48
,0.55
,0.52
,0.64
,0.55
,0.47
,0.48
,0.64
,0.52
,0.47
,0.55
,0.64
,0.79
,0.64
,0.64
,0.79
,0.52
,0.79
,0.52
,0.52
,0.52
,0.48
,0.79
,0.52
,0.48
,0.79
,0.48
,0.55
,0.52
,0.52
,0.52
,0.55
,0.52
,0.52
,0.47
,0.48
,0.48
,0.79
,0.64
,0.79
,0.64
,0.52
,0.52
,0.52
,0.52
,0.52
,0.52
,0.47
,0.79
,0.52
,0.79
,0.64
,0.55
,0.5
,0.48
,0.55
,0.52
,0.79
,0.47
,0.79
,0.5
,0.55
,0.52
,0.64
,0.55
,0.52
,0.64
,0.48
,0.79
,0.52
,0.52
,0.55
,0.64
,0.48
,0.55
,0.48
,0.52
,0.5
,0.52
,0.55
,0.5
,0.47
,0.79
,0.48
,0.55
,0.48
,0.79
,0.48
,0.64
,0.48
,0.48
,0.48
,0.48
,0.48
,0.79
,0.47
,0.48
,0.79
,0.48
,0.55
,0.52
,0.52
,0.5
,0.55
,0.47
,0.48
,0.48
,0.64
,0.64
,0.79
,0.5
,0.79
,0.5
,0.64
,0.52
,0.64
,0.47
,0.47
,0.47
,0.47
,0.47
,0.52
,0.55
,0.52
,0.55
,0.79
,0.48
,0.55
,0.64
,0.79
,0.64
,0.52
,0.64
,0.79
,0.64
,0.64
,0.79
,0.64
,0.52
,0.79
,0.55
,0.55
,0.48
,0.55
,0.64
,0.47
,0.64
,0.52
,0.79
,0.64
,0.64
,0.47
,0.79
,0.64
,0.52
,0.64
,0.52
,0.55
,0.64
,0.55
,0.55
,0.52
,0.48
,0.5
,0.55
,0.52
,0.64
,0.64
,0.47
,0.64
,0.79
,0.48
,0.52
,0.55
,0.64
,0.48
,0.55
,0.52
,0.64
,0.55
,0.52
,0.64
,0.64
,0.5
,0.55
,0.47
,0.52
,0.5
,0.55
,0.52
,0.64
,0.5
,0.55
,0.64
,0.47
,0.64
,0.52
,0.64
,0.52
,0.79
,0.47
,0.55
,0.55
,0.5
,0.52
,0.64
,0.47
,0.55
,0.52
,0.55
,0.64
,0.5
,0.52
,0.64
,0.64
,0.64
,0.52
,0.64
,0.47
,0.79
,0.48
,0.52
,0.52
,0.52
,0.64
,0.52
,0.52
,0.47
,0.79
,0.64
,0.5
,0.55
,0.52
,0.5
,0.55
,0.52
,0.48
,0.5
,0.64
,0.52
,0.79
,0.52
,0.52
,0.5
,0.64
,0.79
,0.64
,0.64
,0.52
,0.55
,0.52
,0.52
,0.64
,0.55
,0.52
,0.64
,0.55
,0.55
,0.52
,0.55
,0.52
,0.64
,0.55
,0.52
,0.55
,0.64
,0.52
,0.64
,0.55
,0.52
,0.48
,0.79
,0.48
,0.79
,0.48
,0.52
,0.79
,0.55
,0.52
,0.64
,0.55
,0.52
,0.64
,0.64
,0.79
,0.79
,0.79
,0.48
,0.48
,0.47
,0.79
,0.48
,0.55
,0.48
,0.47
,0.79
,0.47
,0.47
,0.79
,0.52
,0.52
,0.52
,0.48
,0.47
,0.64
,0.48
,0.79
,0.79
,0.48
,0.79
,0.55
,0.52
,0.52
,0.52
,0.79
,0.55
,0.52
,0.79
,0.47
,0.48
,0.48
,0.64
,0.79
,0.64
,0.79
,0.47
,0.64
,0.55
,0.55
,0.64
,0.47
,0.48
,0.55
,0.47
,0.48
,0.79
,0.64
,0.64
,0.55
,0.52
,0.52
,0.52
,0.79
,0.48
,0.52
,0.55
,0.64
,0.64
,0.5
,0.64
,0.64
,0.79
,0.64
,0.79
,0.52
,0.52
,0.47
,0.55
,0.79
,0.52
,0.64
,0.64
,0.79
,0.48
,0.47
,0.52
,0.55
,0.52
,0.52
,0.48
,0.79
,0.47
,0.79
,0.79
,0.52
,0.79
,0.64
,0.52
,0.52
,0.52
,0.55
,0.48
,0.55
,0.79
,0.79
,0.64
,0.52
,0.47
,0.52
,0.52
,0.52
,0.48
,0.52
,0.52
,0.48
,0.64
,0.64
,0.64
,0.64
,0.48
,0.64
,0.64
,0.52
,0.47
,0.5
,0.52
,0.47
,0.47
,0.64
,0.48
,0.48
,0.52
,0.79
,0.64
,
Summary Statistics,
Eightieth Percentile,0.5
Sixtieth Percentile,0.55
Fortieth Percentile,0.64
Twentieth Percentile,0.85
Sum,3494.3450000000203
Average,0.7187052653229166
Count,4862.0
Maximum,2.0
Minimum,0.0
Median,0.64
Standard Deviation,0.32021561878029264
